ticket_id,customer_id,issue_type,priority,status,created_date,resolved_date,channel
TKT00000638,CUST000253,Failed Transaction,High,Resolved,2024-04-24,2024-05-09,Phone
TKT00000639,CUST000616,Card Block,High,Resolved,2025-09-22,2025-09-29,Email
TKT00000640,CUST000424,Account Access,Medium,Resolved,2025-04-28,2025-05-04,Phone
TKT00000641,CUST000289,KYC Update,Low,Resolved,2025-02-20,2025-03-02,Mobile App
TKT00000642,CUST000212,Chargeback,Medium,Closed,2025-12-23,2026-01-03,Branch
TKT00000643,CUST000656,Account Access,Low,Resolved,2025-05-23,2025-06-05,Phone
TKT00000644,CUST000023,Account Access,Low,Open,2025-03-18,,Chat
TKT00000645,CUST000551,Account Access,Medium,Resolved,2025-11-14,2025-11-17,Branch
TKT00000646,CUST000954,Account Access,Medium,Resolved,2024-11-10,2024-11-11,Email
TKT00000647,CUST000880,Statement Request,Medium,Closed,2024-12-23,2024-12-26,Chat
TKT00000648,CUST000145,KYC Update,Critical,In Progress,2024-12-22,,Branch
TKT00000649,CUST000212,KYC Update,High,In Progress,2026-01-04,,Chat
TKT00000650,CUST000841,Card Block,Medium,Open,2025-08-18,,Chat
TKT00000651,CUST000090,KYC Update,High,Resolved,2026-01-10,2026-01-17,Phone
TKT00000652,CUST000708,Chargeback,Low,Closed,2024-11-07,2024-11-13,Email
TKT00000653,CUST000198,Loan Query,Low,Resolved,2024-11-19,2024-11-26,Chat
TKT00000654,CUST000055,Fraud Complaint,Critical,In Progress,2025-01-31,,Phone
TKT00000655,CUST000539,Fraud Complaint,Low,In Progress,2026-04-05,,Email
TKT00000656,CUST000475,Card Block,Medium,Closed,2026-04-10,2026-04-23,Email
TKT00000657,CUST000508,Loan Query,Low,Resolved,2025-07-20,2025-07-31,Email
TKT00000658,CUST000240,Failed Transaction,Medium,Resolved,2025-11-08,2025-11-10,Branch
TKT00000659,CUST000051,Card Block,Low,In Progress,2024-07-11,,Branch
TKT00000660,CUST000208,Loan Query,Critical,Closed,2025-07-05,2025-07-17,Phone
TKT00000661,CUST000055,KYC Update,Critical,Closed,2024-12-26,2025-01-07,Chat
TKT00000662,CUST000606,Failed Transaction,Critical,In Progress,2024-07-01,,Email
TKT00000663,CUST000010,Account Access,Low,Resolved,2025-10-16,2025-10-30,Phone
TKT00000664,CUST000194,Fraud Complaint,Low,Resolved,2024-12-10,2024-12-13,Chat
TKT00000665,CUST000925,Statement Request,Medium,Open,2024-04-08,,Email
TKT00000666,CUST000807,Chargeback,Critical,Resolved,2025-04-23,2025-04-25,Branch
TKT00000667,CUST000834,Card Block,Critical,Resolved,2024-05-15,2024-05-27,Phone
TKT00000668,CUST000102,Card Block,Low,Resolved,2024-01-18,2024-01-23,Mobile App
TKT00000669,CUST000626,Chargeback,Low,Resolved,2025-06-23,2025-06-29,Branch
TKT00000670,CUST000079,Failed Transaction,Low,Resolved,2025-12-03,2025-12-11,Branch
TKT00000671,CUST000312,Failed Transaction,Low,In Progress,2026-02-21,,Branch
TKT00000672,CUST000328,Account Access,Medium,Closed,2025-10-11,2025-10-24,Branch
TKT00000673,CUST000928,Fraud Complaint,Medium,Closed,2024-11-11,2024-11-16,Email
TKT00000674,CUST000709,Loan Query,Medium,Resolved,2024-11-29,2024-12-07,Mobile App
TKT00000675,CUST000584,KYC Update,Critical,Closed,2025-08-22,2025-08-26,Chat
TKT00000676,CUST000074,Statement Request,Medium,Resolved,2024-12-06,2024-12-10,Branch
TKT00000677,CUST000111,Statement Request,Low,In Progress,2024-08-06,,Chat
TKT00000678,CUST000983,Statement Request,Critical,Resolved,2025-03-26,2025-04-07,Email
TKT00000679,CUST000060,Chargeback,Low,In Progress,2026-04-13,,Branch
TKT00000680,CUST000772,Failed Transaction,Medium,Resolved,2025-09-11,2025-09-26,Mobile App
TKT00000681,CUST000843,Fraud Complaint,High,Resolved,2024-02-21,2024-02-25,Mobile App
TKT00000682,CUST000431,Failed Transaction,Critical,Open,2025-10-16,,Mobile App
TKT00000683,CUST000324,KYC Update,Medium,Closed,2025-08-01,2025-08-07,Chat
TKT00000684,CUST000523,Card Block,Low,Closed,2025-12-05,2025-12-06,Mobile App
TKT00000685,CUST000998,Fraud Complaint,High,In Progress,2025-02-21,,Chat
TKT00000686,CUST000145,Fraud Complaint,Medium,Closed,2024-12-02,2024-12-13,Email
TKT00000687,CUST000156,Account Access,Low,Resolved,2024-04-07,2024-04-11,Branch
TKT00000688,CUST000369,Card Block,Medium,Resolved,2025-12-10,2025-12-22,Chat
TKT00000689,CUST000213,Fraud Complaint,Critical,Resolved,2024-03-06,2024-03-20,Branch
TKT00000690,CUST000011,Statement Request,High,Closed,2025-09-11,2025-09-17,Mobile App
TKT00000691,CUST000890,Fraud Complaint,Critical,Closed,2026-04-09,2026-04-15,Branch
TKT00000692,CUST000172,Account Access,Critical,Resolved,2025-08-27,2025-08-31,Chat
TKT00000693,CUST000285,Failed Transaction,High,Open,2025-09-29,,Mobile App
TKT00000694,CUST000395,Chargeback,High,Open,2026-02-09,,Email
TKT00000695,CUST000706,Chargeback,High,Closed,2026-03-29,2026-04-10,Branch
TKT00000696,CUST000602,Loan Query,Medium,Open,2024-04-08,,Phone
TKT00000697,CUST000695,KYC Update,High,Resolved,2025-04-19,2025-05-02,Email
TKT00000698,CUST000760,Chargeback,Critical,Resolved,2024-11-21,2024-11-27,Chat
TKT00000699,CUST000221,Card Block,High,In Progress,2026-04-21,,Mobile App
TKT00000700,CUST000505,Card Block,Low,Resolved,2026-02-19,2026-02-27,Chat
TKT00000701,CUST000370,Card Block,Critical,In Progress,2024-06-13,,Branch
TKT00000702,CUST000771,Statement Request,High,In Progress,2025-09-27,,Mobile App
TKT00000703,CUST000513,Card Block,Critical,Closed,2025-09-23,2025-09-28,Branch
TKT00000704,CUST000699,KYC Update,Medium,Closed,2026-02-14,2026-02-27,Chat
TKT00000705,CUST000138,Chargeback,High,Closed,2024-04-28,2024-05-03,Email
TKT00000706,CUST000216,KYC Update,Critical,Resolved,2026-05-02,2026-05-14,Mobile App
TKT00000707,CUST000514,KYC Update,Medium,Resolved,2026-01-01,2026-01-11,Branch
TKT00000708,CUST000099,Statement Request,High,Closed,2024-02-18,2024-02-22,Mobile App
TKT00000709,CUST000503,Loan Query,Medium,Resolved,2024-08-14,2024-08-21,Chat
TKT00000710,CUST000571,Failed Transaction,Critical,In Progress,2026-01-17,,Mobile App
TKT00000711,CUST000481,Statement Request,High,Resolved,2026-02-28,2026-03-05,Branch
TKT00000712,CUST000882,Loan Query,Low,Closed,2026-01-11,2026-01-25,Phone
TKT00000713,CUST000845,KYC Update,Medium,In Progress,2024-07-18,,Branch
TKT00000714,CUST000509,Account Access,Critical,Resolved,2024-10-15,2024-10-25,Mobile App
TKT00000715,CUST000703,Card Block,Low,Resolved,2024-11-10,2024-11-24,Email
TKT00000716,CUST000087,Fraud Complaint,Medium,Resolved,2025-10-29,2025-11-06,Mobile App
TKT00000717,CUST000240,Chargeback,Medium,Resolved,2024-07-31,2024-08-03,Chat
TKT00000718,CUST000507,Card Block,High,Closed,2025-03-05,2025-03-14,Chat
TKT00000719,CUST000972,Account Access,High,Resolved,2025-07-23,2025-08-02,Branch
TKT00000720,CUST000495,Statement Request,Critical,Closed,2025-09-05,2025-09-06,Email
TKT00000721,CUST000675,Card Block,Critical,Resolved,2024-05-18,2024-05-24,Chat
TKT00000722,CUST000028,Failed Transaction,Critical,Open,2024-05-26,,Email
TKT00000723,CUST000711,Account Access,Critical,Closed,2024-02-11,2024-02-21,Email
TKT00000724,CUST000341,Failed Transaction,Medium,Resolved,2025-08-22,2025-09-06,Mobile App
TKT00000725,CUST000627,Fraud Complaint,Critical,Resolved,2025-01-04,2025-01-12,Phone
TKT00000726,CUST000713,Card Block,Medium,Resolved,2025-12-15,2025-12-16,Branch
TKT00000727,CUST000384,Statement Request,Low,Resolved,2026-03-16,2026-03-23,Email
TKT00000728,CUST000937,KYC Update,Medium,Resolved,2025-01-27,2025-01-30,Branch
TKT00000729,CUST000706,Chargeback,Low,Closed,2025-02-21,2025-03-08,Phone
TKT00000730,CUST000699,Loan Query,Medium,In Progress,2024-10-15,,Branch
TKT00000731,CUST000405,KYC Update,High,Closed,2025-07-29,2025-08-06,Branch
TKT00000732,CUST000328,Account Access,High,In Progress,2024-11-12,,Email
TKT00000733,CUST000435,Chargeback,High,Closed,2024-07-21,2024-07-24,Email
TKT00000734,CUST000717,Chargeback,High,Closed,2024-04-01,2024-04-04,Phone
TKT00000735,CUST000387,Failed Transaction,Medium,In Progress,2024-04-03,,Branch
TKT00000736,CUST000718,Loan Query,High,Resolved,2024-09-01,2024-09-10,Phone
TKT00000737,CUST000686,Fraud Complaint,Low,In Progress,2025-07-06,,Branch
TKT00000738,CUST000559,Loan Query,High,In Progress,2024-10-29,,Chat
TKT00000739,CUST000570,Fraud Complaint,Critical,Open,2025-07-14,,Email
TKT00000740,CUST000367,Statement Request,Low,Resolved,2025-06-19,2025-06-24,Email
TKT00000741,CUST000950,Statement Request,Medium,Resolved,2025-11-09,2025-11-16,Branch
TKT00000742,CUST000067,KYC Update,High,Open,2024-08-03,,Email
TKT00000743,CUST000050,Account Access,Critical,In Progress,2024-10-25,,Phone
TKT00000744,CUST000613,Account Access,Low,Resolved,2024-06-17,2024-06-28,Mobile App
TKT00000745,CUST000823,Chargeback,Low,Resolved,2025-01-11,2025-01-15,Phone
TKT00000746,CUST000628,Chargeback,Low,In Progress,2025-05-10,,Branch
TKT00000747,CUST000498,Statement Request,Critical,Resolved,2025-10-21,2025-10-24,Phone
TKT00000748,CUST000660,Failed Transaction,Medium,Resolved,2024-08-08,2024-08-11,Branch
TKT00000749,CUST000390,Fraud Complaint,Medium,Closed,2025-07-31,2025-08-05,Phone
TKT00000750,CUST000362,KYC Update,Medium,Resolved,2024-06-06,2024-06-11,Email
TKT00000751,CUST000590,KYC Update,Critical,Closed,2024-07-02,2024-07-11,Phone
TKT00000752,CUST000689,Loan Query,Medium,Resolved,2024-02-29,2024-03-11,Chat
TKT00000753,CUST000872,Card Block,Critical,Resolved,2025-09-10,2025-09-14,Phone
TKT00000754,CUST000711,Account Access,Medium,Resolved,2025-06-06,2025-06-14,Phone
TKT00000755,CUST000371,Loan Query,Critical,Resolved,2025-01-19,2025-02-02,Chat
TKT00000756,CUST000777,Failed Transaction,Medium,Resolved,2025-08-08,2025-08-19,Chat
TKT00000757,CUST000776,Fraud Complaint,Low,Resolved,2024-09-13,2024-09-19,Phone
TKT00000758,CUST000133,KYC Update,Low,Resolved,2026-04-12,2026-04-24,Phone
TKT00000759,CUST000577,KYC Update,Low,Closed,2025-11-05,2025-11-17,Branch
TKT00000760,CUST000064,Card Block,Low,Closed,2026-01-09,2026-01-16,Email
TKT00000761,CUST000166,Account Access,High,Resolved,2025-04-09,2025-04-23,Chat
TKT00000762,CUST000469,Statement Request,High,Open,2025-06-12,,Phone
TKT00000763,CUST000212,Fraud Complaint,Low,Resolved,2025-09-15,2025-09-16,Chat
TKT00000764,CUST000308,KYC Update,Critical,Closed,2024-01-12,2024-01-27,Mobile App
TKT00000765,CUST000785,Failed Transaction,Low,In Progress,2024-03-14,,Chat
TKT00000766,CUST000059,Failed Transaction,High,Resolved,2024-07-09,2024-07-11,Branch
TKT00000767,CUST000817,Failed Transaction,High,In Progress,2024-10-24,,Branch
TKT00000768,CUST000806,Fraud Complaint,High,Closed,2024-08-07,2024-08-09,Chat
TKT00000769,CUST000465,KYC Update,Critical,Resolved,2024-02-06,2024-02-12,Phone
TKT00000770,CUST000435,Chargeback,Critical,Resolved,2026-02-13,2026-02-14,Mobile App
TKT00000771,CUST000167,KYC Update,Medium,In Progress,2026-03-07,,Branch
TKT00000772,CUST000672,Failed Transaction,High,Resolved,2025-02-16,2025-02-28,Phone
TKT00000773,CUST000528,KYC Update,Critical,In Progress,2024-01-05,,Email
TKT00000774,CUST000172,Chargeback,Critical,Closed,2024-12-12,2024-12-27,Branch
TKT00000775,CUST000110,KYC Update,High,Resolved,2025-11-11,2025-11-18,Chat
TKT00000776,CUST000170,Chargeback,High,In Progress,2025-12-18,,Phone
TKT00000777,CUST000391,Fraud Complaint,High,Resolved,2025-12-13,2025-12-23,Chat
TKT00000778,CUST000061,Chargeback,Low,Closed,2026-01-12,2026-01-24,Chat
TKT00000779,CUST000324,Fraud Complaint,High,Closed,2026-02-15,2026-02-21,Phone
TKT00000780,CUST000685,Account Access,High,Closed,2026-05-13,2026-05-24,Branch
TKT00000781,CUST000514,Fraud Complaint,Critical,Closed,2026-01-24,2026-02-02,Email
TKT00000782,CUST000742,Account Access,Low,In Progress,2025-11-06,,Mobile App
TKT00000783,CUST000174,KYC Update,Low,Resolved,2024-08-14,2024-08-18,Mobile App
TKT00000784,CUST000733,Statement Request,Critical,Closed,2026-01-04,2026-01-19,Email
TKT00000785,CUST000181,Loan Query,Low,Closed,2024-11-02,2024-11-06,Phone
TKT00000786,CUST000731,Loan Query,Critical,Closed,2024-03-25,2024-04-03,Branch
TKT00000787,CUST000068,Chargeback,Low,In Progress,2025-04-24,,Chat
TKT00000788,CUST000464,Chargeback,High,Closed,2025-05-24,2025-05-29,Phone
TKT00000789,CUST000906,KYC Update,High,Resolved,2025-07-11,2025-07-13,Branch
TKT00000790,CUST000747,Failed Transaction,Low,Resolved,2026-01-31,2026-02-10,Email
TKT00000791,CUST000354,Card Block,Medium,Resolved,2025-04-25,2025-05-02,Chat
TKT00000792,CUST000055,Account Access,Medium,Closed,2024-03-21,2024-03-30,Mobile App
TKT00000793,CUST000049,Fraud Complaint,Medium,Closed,2025-12-05,2025-12-19,Chat
TKT00000794,CUST000687,KYC Update,Critical,Resolved,2025-01-11,2025-01-14,Phone
TKT00000795,CUST000641,KYC Update,High,Open,2026-02-05,,Branch
TKT00000796,CUST000068,Fraud Complaint,Critical,Open,2024-10-10,,Phone
TKT00000797,CUST000390,Statement Request,High,Open,2025-05-07,,Chat
TKT00000798,CUST000058,Chargeback,High,Resolved,2025-11-10,2025-11-11,Email
TKT00000799,CUST000670,Account Access,High,Open,2026-04-11,,Mobile App
TKT00000800,CUST000672,KYC Update,Critical,Open,2026-01-21,,Email
TKT00000801,CUST000328,KYC Update,Low,In Progress,2025-05-07,,Email
TKT00000802,CUST000109,KYC Update,Medium,Closed,2024-05-20,2024-05-26,Mobile App
TKT00000803,CUST000396,Statement Request,High,Resolved,2025-01-07,2025-01-20,Email
TKT00000804,CUST000631,Loan Query,Medium,Resolved,2025-04-25,2025-04-30,Branch
TKT00000805,CUST000295,KYC Update,Medium,Resolved,2025-11-18,2025-11-28,Branch
TKT00000806,CUST000336,Account Access,High,Resolved,2024-07-29,2024-07-30,Chat
TKT00000807,CUST000846,Card Block,Critical,Closed,2025-02-13,2025-02-21,Chat
TKT00000808,CUST000393,Failed Transaction,Medium,In Progress,2024-05-23,,Chat
TKT00000809,CUST000214,Fraud Complaint,Critical,Closed,2024-01-26,2024-02-05,Email
TKT00000810,CUST000149,Statement Request,High,In Progress,2024-04-08,,Branch
TKT00000811,CUST000648,Loan Query,Low,In Progress,2026-02-17,,Email
TKT00000812,CUST000049,Card Block,Medium,Open,2025-12-07,,Chat
TKT00000813,CUST000756,Card Block,Critical,Open,2024-10-29,,Chat
TKT00000814,CUST000196,Failed Transaction,Medium,Resolved,2025-10-05,2025-10-12,Phone
TKT00000815,CUST000919,Statement Request,Critical,In Progress,2024-06-07,,Branch
TKT00000816,CUST000536,Account Access,Critical,Closed,2024-03-09,2024-03-10,Chat
TKT00000817,CUST000879,Statement Request,High,Resolved,2026-05-16,2026-05-24,Branch
TKT00000818,CUST000247,Fraud Complaint,Critical,Resolved,2024-09-13,2024-09-28,Branch
TKT00000819,CUST000144,Fraud Complaint,Medium,Resolved,2025-12-27,2026-01-04,Phone
TKT00000820,CUST000524,Statement Request,Critical,In Progress,2025-12-15,,Phone
TKT00000821,CUST000917,Failed Transaction,Critical,Resolved,2025-04-21,2025-04-24,Branch
TKT00000822,CUST000077,Chargeback,High,Resolved,2025-02-07,2025-02-16,Phone
TKT00000823,CUST000038,Fraud Complaint,Low,Open,2024-03-10,,Mobile App
TKT00000824,CUST000061,Chargeback,High,In Progress,2024-09-25,,Branch
TKT00000825,CUST000109,Failed Transaction,Low,In Progress,2026-01-05,,Email
TKT00000826,CUST000122,Loan Query,Medium,Resolved,2026-01-31,2026-02-09,Email
TKT00000827,CUST000592,Fraud Complaint,Low,Resolved,2024-02-05,2024-02-15,Mobile App
TKT00000828,CUST000583,Loan Query,Low,Closed,2024-12-04,2024-12-14,Mobile App
TKT00000829,CUST000087,Fraud Complaint,High,Closed,2024-03-10,2024-03-23,Branch
TKT00000830,CUST000653,Failed Transaction,High,Resolved,2025-06-05,2025-06-19,Phone
TKT00000831,CUST000384,Chargeback,High,Closed,2024-11-22,2024-11-25,Phone
TKT00000832,CUST000614,Loan Query,Critical,Resolved,2024-01-04,2024-01-14,Email
TKT00000833,CUST000238,Fraud Complaint,Low,Resolved,2025-10-02,2025-10-06,Chat
TKT00000834,CUST000234,Statement Request,Medium,Closed,2025-09-06,2025-09-10,Mobile App
TKT00000835,CUST000373,Account Access,High,Open,2024-10-28,,Phone
TKT00000836,CUST000006,Account Access,Critical,Closed,2024-10-18,2024-10-31,Mobile App
TKT00000837,CUST000746,Chargeback,Critical,In Progress,2024-11-01,,Chat
TKT00000838,CUST000294,Chargeback,Critical,Resolved,2024-04-26,2024-05-05,Email
TKT00000839,CUST000286,Fraud Complaint,Critical,Resolved,2025-07-03,2025-07-12,Mobile App
TKT00000840,CUST000893,Loan Query,High,Resolved,2024-05-28,2024-05-30,Mobile App
TKT00000841,CUST000729,Loan Query,High,Closed,2024-06-29,2024-07-04,Phone
TKT00000842,CUST000035,Loan Query,Medium,Resolved,2025-09-19,2025-09-27,Mobile App
TKT00000843,CUST000367,Failed Transaction,Critical,Resolved,2026-05-11,2026-05-23,Branch
TKT00000844,CUST000798,Card Block,Medium,Closed,2024-12-18,2025-01-01,Mobile App
TKT00000845,CUST000342,Card Block,Low,Open,2024-09-05,,Email
TKT00000846,CUST000443,Account Access,Low,Resolved,2025-10-12,2025-10-25,Email
TKT00000847,CUST000926,Failed Transaction,Critical,Closed,2026-03-06,2026-03-07,Email
TKT00000848,CUST000352,Statement Request,Critical,Closed,2024-02-18,2024-02-24,Branch
TKT00000849,CUST000555,Failed Transaction,Low,Closed,2026-03-17,2026-04-01,Branch
TKT00000850,CUST000020,Fraud Complaint,Critical,Resolved,2025-10-23,2025-10-30,Branch
TKT00000851,CUST000073,Loan Query,High,Closed,2026-02-14,2026-02-16,Email
TKT00000852,CUST000023,Card Block,Medium,Closed,2024-06-25,2024-07-09,Chat
TKT00000853,CUST000934,Loan Query,Medium,Resolved,2024-05-15,2024-05-27,Phone
TKT00000854,CUST000264,Loan Query,Critical,In Progress,2025-12-31,,Branch
TKT00000855,CUST000960,KYC Update,High,Resolved,2024-03-06,2024-03-19,Branch
TKT00000856,CUST000029,Card Block,High,Resolved,2024-03-25,2024-04-03,Mobile App
TKT00000857,CUST000967,Statement Request,Medium,Open,2024-08-10,,Branch
TKT00000858,CUST000316,Card Block,Medium,Open,2025-02-14,,Chat
TKT00000859,CUST000489,Failed Transaction,Medium,Closed,2025-05-17,2025-05-24,Email
TKT00000860,CUST000036,Statement Request,Critical,Closed,2024-02-25,2024-03-04,Chat
TKT00000861,CUST000060,Chargeback,Low,Closed,2025-04-07,2025-04-13,Phone
TKT00000862,CUST000797,Failed Transaction,Low,Resolved,2025-07-11,2025-07-24,Email
TKT00000863,CUST000360,Statement Request,High,In Progress,2024-04-18,,Mobile App
TKT00000864,CUST000298,Statement Request,Medium,Closed,2024-12-08,2024-12-16,Chat
TKT00000865,CUST000006,Fraud Complaint,Critical,Closed,2025-07-03,2025-07-11,Branch
TKT00000866,CUST000425,Chargeback,Critical,Resolved,2024-03-09,2024-03-10,Phone
TKT00000867,CUST000886,Card Block,Low,Resolved,2024-11-26,2024-12-11,Branch
TKT00000868,CUST000979,Account Access,Critical,Resolved,2024-05-26,2024-06-01,Chat
TKT00000869,CUST000672,Card Block,Critical,Resolved,2024-08-23,2024-08-28,Chat
TKT00000870,CUST000132,Card Block,Low,Resolved,2025-04-07,2025-04-13,Chat
TKT00000871,CUST000083,Fraud Complaint,Medium,Open,2025-12-12,,Branch
TKT00000872,CUST000877,Failed Transaction,Medium,Closed,2026-03-31,2026-04-09,Branch
TKT00000873,CUST000392,Failed Transaction,Critical,Resolved,2024-11-11,2024-11-15,Chat
TKT00000874,CUST000232,Loan Query,Low,Resolved,2024-06-05,2024-06-18,Chat
TKT00000875,CUST000678,Fraud Complaint,Low,Resolved,2025-02-05,2025-02-11,Email
TKT00000876,CUST000853,Chargeback,Medium,Resolved,2025-05-29,2025-05-30,Mobile App
TKT00000877,CUST000167,Statement Request,High,Closed,2024-02-27,2024-03-01,Phone
TKT00000878,CUST000515,Loan Query,Critical,Resolved,2025-05-21,2025-05-29,Email
TKT00000879,CUST000653,Card Block,High,Open,2024-11-24,,Email
TKT00000880,CUST000720,Statement Request,Low,Resolved,2024-02-26,2024-03-07,Branch
TKT00000881,CUST000283,Statement Request,Low,Open,2025-09-18,,Branch
TKT00000882,CUST000682,Account Access,High,In Progress,2026-03-05,,Mobile App
TKT00000883,CUST000554,Loan Query,High,In Progress,2024-06-28,,Mobile App
TKT00000884,CUST000870,Card Block,High,Resolved,2024-10-31,2024-11-08,Mobile App
TKT00000885,CUST000001,Loan Query,High,In Progress,2026-01-18,,Branch
TKT00000886,CUST000629,Failed Transaction,Critical,Closed,2026-05-08,2026-05-21,Phone
TKT00000887,CUST000055,Card Block,Low,Closed,2025-05-17,2025-05-19,Phone
TKT00000888,CUST000803,Statement Request,Medium,Resolved,2025-04-26,2025-05-01,Branch
TKT00000889,CUST000434,Fraud Complaint,Critical,In Progress,2024-02-05,,Email
TKT00000890,CUST000097,Failed Transaction,Low,Resolved,2025-03-14,2025-03-26,Phone
TKT00000891,CUST000227,Loan Query,Critical,Resolved,2024-03-03,2024-03-09,Mobile App
TKT00000892,CUST000901,Statement Request,Medium,Resolved,2024-04-02,2024-04-09,Email
TKT00000893,CUST000721,Account Access,High,In Progress,2026-03-05,,Chat
TKT00000894,CUST000447,Failed Transaction,Medium,Closed,2026-01-06,2026-01-11,Branch
TKT00000895,CUST000251,Loan Query,Critical,Resolved,2026-03-17,2026-03-22,Email
TKT00000896,CUST000724,Fraud Complaint,Medium,Resolved,2025-09-15,2025-09-16,Email
TKT00000897,CUST000673,Card Block,Low,Resolved,2026-02-05,2026-02-18,Branch
TKT00000898,CUST000027,Fraud Complaint,High,Resolved,2025-09-10,2025-09-19,Mobile App
TKT00000899,CUST000409,KYC Update,Critical,In Progress,2024-07-28,,Branch
TKT00000900,CUST000444,Card Block,Low,Closed,2024-06-30,2024-07-11,Chat
TKT00000901,CUST000394,Fraud Complaint,Medium,Resolved,2024-02-22,2024-03-06,Mobile App
TKT00000902,CUST000939,Card Block,Low,In Progress,2026-04-26,,Phone
TKT00000903,CUST000969,Failed Transaction,Low,In Progress,2024-12-19,,Branch
TKT00000904,CUST000596,KYC Update,High,Closed,2025-11-07,2025-11-13,Branch
TKT00000905,CUST000732,Chargeback,Critical,Open,2026-03-01,,Mobile App
TKT00000906,CUST000016,KYC Update,Low,Resolved,2024-08-23,2024-08-25,Email
TKT00000907,CUST000506,Fraud Complaint,Critical,In Progress,2026-02-02,,Branch
TKT00000908,CUST000988,Chargeback,Low,Resolved,2025-06-20,2025-06-29,Chat
TKT00000909,CUST000389,Failed Transaction,Critical,Resolved,2024-12-30,2025-01-03,Branch
TKT00000910,CUST000445,Chargeback,Medium,Closed,2024-08-31,2024-09-11,Phone
TKT00000911,CUST000368,Fraud Complaint,Critical,Open,2026-04-13,,Mobile App
TKT00000912,CUST000984,Statement Request,Critical,Closed,2025-11-07,2025-11-10,Mobile App
TKT00000913,CUST000758,KYC Update,Critical,Closed,2024-07-16,2024-07-21,Chat
TKT00000914,CUST000457,Loan Query,Low,Resolved,2024-05-25,2024-06-06,Branch
TKT00000915,CUST000366,Card Block,Low,Resolved,2025-05-16,2025-05-26,Branch
TKT00000916,CUST000680,Statement Request,High,Resolved,2024-06-08,2024-06-15,Email
TKT00000917,CUST000208,Fraud Complaint,Medium,In Progress,2025-10-21,,Mobile App
TKT00000918,CUST000681,Account Access,Critical,Closed,2024-11-30,2024-12-08,Mobile App
TKT00000919,CUST000360,Loan Query,Low,Resolved,2024-07-05,2024-07-09,Chat
TKT00000920,CUST000222,Failed Transaction,Low,Resolved,2026-01-11,2026-01-18,Phone
TKT00000921,CUST000967,Chargeback,Low,Closed,2024-02-06,2024-02-09,Chat
TKT00000922,CUST000865,KYC Update,Medium,Resolved,2024-12-15,2024-12-26,Email
TKT00000923,CUST000088,Chargeback,Critical,Open,2024-06-22,,Branch
TKT00000924,CUST000928,Statement Request,Medium,Resolved,2024-07-23,2024-07-31,Mobile App
TKT00000925,CUST000058,Statement Request,Medium,Resolved,2024-08-22,2024-09-05,Mobile App
TKT00000926,CUST000729,Card Block,Medium,Closed,2025-06-09,2025-06-17,Mobile App
TKT00000927,CUST000745,Card Block,Low,Closed,2024-09-06,2024-09-18,Mobile App
TKT00000928,CUST000491,Card Block,High,Resolved,2025-03-12,2025-03-19,Email
TKT00000929,CUST000869,Card Block,Medium,Resolved,2026-05-17,2026-05-28,Mobile App
TKT00000930,CUST000702,KYC Update,High,Open,2024-07-12,,Branch
TKT00000931,CUST000211,Loan Query,Critical,Resolved,2024-06-10,2024-06-21,Phone
TKT00000932,CUST000794,Chargeback,High,Resolved,2025-02-06,2025-02-08,Chat
TKT00000933,CUST000831,Account Access,Critical,In Progress,2026-04-15,,Branch
TKT00000934,CUST000584,Failed Transaction,Low,In Progress,2025-10-10,,Branch
TKT00000935,CUST000983,KYC Update,Critical,In Progress,2025-11-22,,Phone
TKT00000936,CUST000317,Account Access,Low,Resolved,2025-11-24,2025-11-30,Branch
TKT00000937,CUST000980,Chargeback,High,Open,2024-03-30,,Email
TKT00000938,CUST000862,KYC Update,High,In Progress,2026-05-19,,Branch
TKT00000939,CUST000317,Chargeback,Low,Closed,2025-10-19,2025-10-20,Branch
TKT00000940,CUST000785,Account Access,Medium,Closed,2025-11-16,2025-11-19,Phone
TKT00000941,CUST000766,Loan Query,Medium,Closed,2024-11-16,2024-11-21,Mobile App
TKT00000942,CUST000169,Statement Request,Medium,In Progress,2025-05-10,,Chat
TKT00000943,CUST000872,Fraud Complaint,Medium,Closed,2024-04-13,2024-04-22,Phone
TKT00000944,CUST000618,KYC Update,Low,In Progress,2024-03-11,,Chat
TKT00000945,CUST000029,Failed Transaction,High,Open,2024-05-10,,Mobile App
TKT00000946,CUST000997,Fraud Complaint,Low,Resolved,2024-01-26,2024-02-09,Email
TKT00000947,CUST000917,Loan Query,High,Resolved,2026-04-07,2026-04-17,Branch
TKT00000948,CUST000388,Chargeback,Critical,In Progress,2025-09-09,,Email
TKT00000949,CUST000766,Failed Transaction,Critical,Open,2025-07-09,,Phone
TKT00000950,CUST000907,Card Block,Low,Open,2024-09-06,,Branch
TKT00000951,CUST000497,Chargeback,High,Resolved,2024-01-13,2024-01-21,Email
TKT00000952,CUST000158,Loan Query,Low,In Progress,2025-12-22,,Phone
TKT00000953,CUST000609,Account Access,Critical,Closed,2024-10-23,2024-11-04,Branch
TKT00000954,CUST000910,Chargeback,High,Closed,2024-07-19,2024-08-01,Chat
TKT00000955,CUST000563,Failed Transaction,Low,In Progress,2025-04-03,,Phone
TKT00000956,CUST000034,KYC Update,High,In Progress,2024-12-05,,Email
TKT00000957,CUST000468,Fraud Complaint,Medium,Closed,2025-12-02,2025-12-07,Branch
