loan_id,customer_id,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,loan_start_date,loan_status,collateral_required
LOAN0000572,CUST000350,Personal Loan,1640778,12.77,48,43830.89,2018-12-02,Active,Yes
LOAN0000573,CUST000190,Business Loan,4304317,10.1,84,71679.36,2018-01-23,Active,Yes
LOAN0000574,CUST000420,Home Loan,1052945,16.52,48,30121.92,2023-06-26,Active,Yes
LOAN0000575,CUST000002,Home Loan,3714877,7.42,60,74297.37,2018-03-30,Active,Yes
LOAN0000576,CUST000056,Car Loan,2183911,11.15,180,25028.36,2022-03-24,Active,Yes
LOAN0000577,CUST000209,Gold Loan,5895316,8.66,36,186537.99,2022-05-09,Closed,Yes
LOAN0000578,CUST000620,Home Loan,3766069,9.9,24,173611.21,2018-08-24,Under Review,Yes
LOAN0000579,CUST000604,Car Loan,3154221,7.89,84,48989.68,2020-12-25,Under Review,Yes
LOAN0000580,CUST000811,Business Loan,7240623,14.57,180,99214.89,2025-04-02,Active,Yes
LOAN0000581,CUST000384,Car Loan,7358681,14.45,48,202751.87,2022-12-20,Active,Yes
LOAN0000582,CUST000061,Personal Loan,118779,8.56,24,5402.44,2025-06-03,Active,Yes
LOAN0000583,CUST000807,Personal Loan,3981438,14.35,84,75384.11,2024-10-22,Active,No
LOAN0000584,CUST000623,Education Loan,6719669,9.48,84,109757.34,2021-03-08,Active,Yes
LOAN0000585,CUST000231,Education Loan,1610478,10.55,240,16132.81,2024-10-30,Active,Yes
LOAN0000586,CUST000235,Home Loan,1620466,16.14,24,79451.5,2025-11-25,Active,Yes
LOAN0000587,CUST000110,Home Loan,367495,12.95,36,12373.51,2021-02-05,Active,Yes
LOAN0000588,CUST000733,Car Loan,7285502,16.66,24,359022.62,2020-01-22,Active,No
LOAN0000589,CUST000729,Personal Loan,4503402,10.29,84,75438.33,2018-11-22,Active,Yes
LOAN0000590,CUST000108,Business Loan,4295653,17.88,120,77069.76,2018-12-24,Active,No
LOAN0000591,CUST000780,Home Loan,5763425,16.12,36,202966.54,2021-06-15,Active,Yes
LOAN0000592,CUST000229,Business Loan,1169138,13.02,84,21281.63,2021-02-28,Active,Yes
LOAN0000593,CUST000675,Education Loan,1599064,12.44,84,28605.5,2024-02-14,Active,No
LOAN0000594,CUST000118,Home Loan,4418500,11.12,36,144907.24,2019-03-31,Active,No
LOAN0000595,CUST000061,Gold Loan,6697799,15.83,12,607158.36,2021-11-28,Under Review,No
LOAN0000596,CUST000799,Car Loan,5527258,13.58,12,495184.94,2022-06-23,Active,No
LOAN0000597,CUST000127,Personal Loan,2785832,13.45,60,64029.83,2021-03-01,Active,Yes
LOAN0000598,CUST000183,Home Loan,2123531,10.42,12,187107.17,2026-02-23,Active,Yes
LOAN0000599,CUST000067,Gold Loan,1878472,15.8,60,45481.41,2024-10-07,Active,No
LOAN0000600,CUST000162,Personal Loan,2207341,11.14,120,30581.31,2024-03-10,Closed,Yes
LOAN0000601,CUST000673,Gold Loan,258821,10.8,12,22850.89,2021-02-26,Active,No
LOAN0000602,CUST000643,Personal Loan,4953329,9.23,48,123805.47,2024-10-31,Active,No
LOAN0000603,CUST000853,Gold Loan,1920324,13.14,12,171644.27,2020-06-10,Active,Yes
LOAN0000604,CUST000897,Gold Loan,7269361,12.32,36,242559.35,2023-06-27,Defaulted,Yes
LOAN0000605,CUST000857,Business Loan,4258189,14.67,12,383674.19,2024-05-30,Active,No
LOAN0000606,CUST000871,Education Loan,1128446,14.95,48,31376.9,2026-02-04,Active,Yes
LOAN0000607,CUST000656,Home Loan,385648,8.27,12,33595.08,2024-10-10,Active,No
LOAN0000608,CUST000019,Business Loan,6568728,9.36,120,84495.05,2023-08-16,Active,Yes
LOAN0000609,CUST000288,Business Loan,4545237,9.04,48,113194.76,2021-01-20,Active,No
LOAN0000610,CUST000267,Education Loan,6760473,14.65,48,186951.78,2026-02-27,Active,No
LOAN0000611,CUST000290,Business Loan,6077187,15.31,180,86349.56,2023-11-22,Active,No
LOAN0000612,CUST000560,Home Loan,7179713,7.32,12,622296.86,2021-11-23,Closed,No
LOAN0000613,CUST000305,Education Loan,1996717,11.9,24,93899.18,2024-10-05,Active,No
LOAN0000614,CUST000420,Gold Loan,2536575,17.36,84,52366.04,2025-03-17,Active,Yes
LOAN0000615,CUST000430,Gold Loan,7183306,16.02,24,351785.65,2018-07-23,Closed,No
LOAN0000616,CUST000009,Home Loan,4055939,12.26,24,191419.97,2023-09-22,Active,Yes
LOAN0000617,CUST000232,Car Loan,5803896,10.61,120,78672.78,2022-04-15,Active,Yes
LOAN0000618,CUST000184,Personal Loan,5468712,13.37,24,260943.97,2024-08-17,Active,No
LOAN0000619,CUST000407,Business Loan,3948608,11.72,240,42709.26,2021-02-24,Closed,Yes
LOAN0000620,CUST000817,Personal Loan,992562,18.08,84,20908.07,2022-03-17,Active,Yes
LOAN0000621,CUST000225,Car Loan,4533527,10.66,48,116424.23,2023-01-15,Active,Yes
LOAN0000622,CUST000279,Gold Loan,2246249,15.15,60,53615.13,2026-02-16,Active,Yes
LOAN0000623,CUST000542,Home Loan,7409738,11.29,120,103289.29,2021-06-28,Active,Yes
LOAN0000624,CUST000100,Home Loan,4975663,9.28,48,124482.17,2020-06-27,Active,Yes
LOAN0000625,CUST000959,Business Loan,5863581,7.79,180,55326.9,2022-12-20,Active,Yes
LOAN0000626,CUST000208,Business Loan,55637,12.57,84,999.19,2022-07-31,Defaulted,Yes
LOAN0000627,CUST000094,Personal Loan,4369956,14.65,12,393703.5,2025-06-24,Closed,No
LOAN0000628,CUST000753,Home Loan,3487071,8.85,180,35057.72,2021-05-23,Closed,Yes
LOAN0000629,CUST000454,Car Loan,5861595,16.6,84,118435.32,2021-03-27,Active,Yes
LOAN0000630,CUST000802,Car Loan,5071758,16.22,180,75268.34,2022-06-14,Active,Yes
LOAN0000631,CUST000362,Business Loan,3211062,11.95,120,45976.65,2020-03-03,Closed,No
LOAN0000632,CUST000748,Business Loan,3677403,16.14,120,61922.55,2026-02-07,Active,Yes
LOAN0000633,CUST000234,Personal Loan,288152,16.41,48,8226.94,2026-02-24,Active,No
LOAN0000634,CUST000579,Home Loan,4254905,11.07,180,48548.31,2024-06-06,Active,Yes
LOAN0000635,CUST000771,Car Loan,4310509,7.66,240,35148.1,2020-06-01,Active,No
LOAN0000636,CUST000957,Business Loan,5857262,17.64,180,92813.44,2022-09-19,Active,No
LOAN0000637,CUST000096,Home Loan,1983156,9.05,240,17906.79,2024-03-13,Active,Yes
LOAN0000638,CUST000960,Education Loan,7455463,8.59,180,73810.74,2024-08-07,Active,No
LOAN0000639,CUST000971,Gold Loan,6303038,7.92,24,284839.42,2023-05-17,Active,No
LOAN0000640,CUST000847,Business Loan,273144,16.96,24,13499.61,2024-01-02,Closed,Yes
LOAN0000641,CUST000279,Personal Loan,5619862,17.93,12,515041.71,2020-05-24,Active,No
LOAN0000642,CUST000595,Car Loan,6722445,8.23,24,304743.64,2024-10-30,Active,Yes
LOAN0000643,CUST000504,Education Loan,5089638,17.68,24,253309.36,2019-04-14,Active,Yes
LOAN0000644,CUST000912,Gold Loan,172656,7.41,120,2041.36,2023-04-28,Active,Yes
LOAN0000645,CUST000323,Gold Loan,3934349,7.55,180,36583.78,2022-11-13,Under Review,Yes
LOAN0000646,CUST000083,Gold Loan,4933291,12.56,120,72384.59,2018-10-23,Active,No
LOAN0000647,CUST000831,Gold Loan,4835756,17.09,120,84320.29,2018-03-23,Active,No
LOAN0000648,CUST000167,Business Loan,388239,17.91,120,6973.01,2019-06-16,Active,Yes
LOAN0000649,CUST000261,Car Loan,828368,7.68,120,9910.87,2019-06-09,Active,No
LOAN0000650,CUST000926,Business Loan,297444,13.4,180,3842.01,2024-03-30,Active,No
LOAN0000651,CUST000515,Business Loan,2250808,18.41,12,206793.5,2019-03-06,Active,Yes
LOAN0000652,CUST000606,Business Loan,6511638,17.38,36,233391.0,2025-07-14,Under Review,Yes
LOAN0000653,CUST000232,Education Loan,2836664,10.56,12,250127.25,2022-02-25,Active,Yes
LOAN0000654,CUST000110,Car Loan,3150245,14.73,84,60313.28,2025-02-17,Active,Yes
LOAN0000655,CUST000651,Personal Loan,2190307,12.74,60,49545.18,2023-05-01,Active,No
LOAN0000656,CUST000414,Personal Loan,4200567,12.62,36,140766.09,2019-07-13,Active,No
LOAN0000657,CUST000327,Home Loan,5516986,16.24,180,81953.06,2022-05-22,Active,Yes
LOAN0000658,CUST000993,Car Loan,5132038,9.88,84,84880.04,2020-03-07,Active,No
LOAN0000659,CUST000107,Personal Loan,5481117,9.96,48,138910.02,2019-03-26,Active,Yes
LOAN0000660,CUST000547,Gold Loan,1871449,11.7,60,41346.19,2019-06-02,Active,No
LOAN0000661,CUST000998,Car Loan,6635791,8.1,48,162310.72,2025-05-04,Closed,No
LOAN0000662,CUST000197,Personal Loan,6746396,15.36,180,96090.68,2020-09-06,Closed,Yes
LOAN0000663,CUST000901,Business Loan,1704141,14.8,36,58907.84,2024-01-02,Active,Yes
LOAN0000664,CUST000517,Gold Loan,6969810,10.63,12,614801.12,2020-06-07,Active,No
LOAN0000665,CUST000314,Personal Loan,3023937,14.65,24,146118.22,2023-01-14,Active,Yes
LOAN0000666,CUST000951,Gold Loan,4453015,16.32,180,66397.66,2021-09-04,Defaulted,No
LOAN0000667,CUST000473,Education Loan,5405676,12.45,60,121479.14,2022-05-02,Active,Yes
LOAN0000668,CUST000394,Home Loan,5475462,13.85,24,262504.88,2018-01-16,Closed,No
LOAN0000669,CUST000557,Car Loan,92003,13.69,24,4403.87,2021-08-27,Closed,Yes
LOAN0000670,CUST000155,Gold Loan,1232103,12.62,12,109828.54,2020-05-04,Active,No
LOAN0000671,CUST000463,Gold Loan,4505313,15.84,240,62140.24,2018-07-15,Closed,Yes
LOAN0000672,CUST000269,Education Loan,1517145,14.78,60,35917.81,2022-02-23,Active,Yes
LOAN0000673,CUST000648,Education Loan,4188225,12.48,240,47525.09,2018-01-29,Active,Yes
LOAN0000674,CUST000054,Home Loan,6977963,13.97,24,334933.24,2021-11-23,Under Review,No
LOAN0000675,CUST000388,Gold Loan,4670347,7.61,180,43587.15,2024-02-05,Active,No
LOAN0000676,CUST000324,Personal Loan,6877936,13.73,120,105677.52,2018-12-26,Active,No
LOAN0000677,CUST000862,Education Loan,5952495,12.98,60,135376.62,2018-01-30,Active,Yes
LOAN0000678,CUST000902,Car Loan,6602826,15.97,84,131032.96,2023-11-13,Active,No
LOAN0000679,CUST000763,Home Loan,5056327,11.69,60,111684.72,2021-09-25,Active,No
LOAN0000680,CUST000500,Personal Loan,5104952,16.42,60,125284.61,2019-07-14,Closed,No
LOAN0000681,CUST000070,Home Loan,5076643,14.06,84,95304.69,2024-01-09,Closed,Yes
LOAN0000682,CUST000006,Car Loan,5744789,9.88,240,54982.49,2018-12-28,Active,Yes
LOAN0000683,CUST000462,Home Loan,4069229,11.18,36,133568.47,2025-08-11,Active,Yes
LOAN0000684,CUST000745,Home Loan,2579989,12.28,48,68296.24,2021-04-02,Active,Yes
LOAN0000685,CUST000402,Gold Loan,3513035,16.26,60,85916.26,2019-10-25,Active,Yes
LOAN0000686,CUST000248,Education Loan,602341,14.56,180,8249.51,2023-10-09,Active,No
LOAN0000687,CUST000871,Gold Loan,794851,10.04,60,16903.88,2021-03-08,Active,No
LOAN0000688,CUST000296,Car Loan,2835223,18.32,180,46313.29,2018-04-14,Active,No
LOAN0000689,CUST000172,Personal Loan,981603,13.25,12,87789.28,2024-06-10,Active,Yes
LOAN0000690,CUST000021,Education Loan,2844119,11.54,12,252084.9,2025-03-10,Active,Yes
LOAN0000691,CUST000825,Education Loan,6865296,11.71,24,322244.35,2020-12-02,Active,Yes
LOAN0000692,CUST000167,Business Loan,796977,12.66,240,9144.83,2024-07-28,Active,Yes
LOAN0000693,CUST000681,Gold Loan,5169605,7.83,120,62258.16,2025-09-21,Active,No
LOAN0000694,CUST000796,Education Loan,1545835,12.79,120,22889.9,2019-11-15,Defaulted,No
LOAN0000695,CUST000697,Gold Loan,834113,11.6,24,39108.97,2018-06-30,Active,Yes
LOAN0000696,CUST000275,Gold Loan,2733323,14.29,12,245790.31,2022-01-30,Closed,No
LOAN0000697,CUST000867,Business Loan,5122400,17.72,36,184468.32,2025-09-26,Active,Yes
LOAN0000698,CUST000081,Car Loan,756045,11.34,240,7979.5,2021-05-19,Defaulted,Yes
LOAN0000699,CUST000805,Car Loan,1711192,8.42,180,16770.64,2021-01-23,Defaulted,Yes
LOAN0000700,CUST000685,Car Loan,7273138,18.4,12,668186.58,2023-10-05,Closed,No
LOAN0000701,CUST000957,Car Loan,683750,12.18,12,60807.95,2021-03-20,Closed,No
LOAN0000702,CUST000884,Business Loan,2344345,12.4,24,110794.89,2021-06-05,Defaulted,Yes
LOAN0000703,CUST000011,Personal Loan,892568,17.59,36,32085.19,2025-05-16,Active,Yes
LOAN0000704,CUST000819,Education Loan,5958647,10.8,120,81407.24,2019-02-16,Active,No
LOAN0000705,CUST000369,Gold Loan,3886494,12.64,36,130278.45,2019-11-12,Active,Yes
LOAN0000706,CUST000875,Gold Loan,3986083,17.54,12,364571.99,2018-08-28,Active,No
LOAN0000707,CUST000809,Car Loan,5396888,12.88,48,144463.76,2019-11-21,Active,No
LOAN0000708,CUST000955,Home Loan,3407272,7.83,24,153837.64,2024-06-23,Defaulted,Yes
LOAN0000709,CUST000902,Personal Loan,1189221,15.14,24,57740.47,2022-12-29,Defaulted,No
LOAN0000710,CUST000803,Education Loan,3243561,10.35,24,150198.4,2022-10-22,Active,Yes
LOAN0000711,CUST000893,Personal Loan,315666,14.29,180,4265.54,2023-11-09,Active,Yes
LOAN0000712,CUST000960,Business Loan,6288274,15.73,60,152017.96,2022-01-04,Active,No
LOAN0000713,CUST000525,Business Loan,397343,13.31,180,5108.67,2020-07-31,Closed,Yes
LOAN0000714,CUST000186,Gold Loan,3576698,16.79,36,127145.54,2026-02-06,Active,Yes
LOAN0000715,CUST000589,Business Loan,1661728,9.43,12,145652.13,2020-12-03,Closed,Yes
LOAN0000716,CUST000397,Education Loan,3786609,12.44,48,100535.94,2024-10-24,Active,No
LOAN0000717,CUST000852,Personal Loan,3711891,8.9,12,324438.24,2022-03-15,Active,No
LOAN0000718,CUST000121,Business Loan,5214227,8.89,60,107960.62,2018-09-25,Active,Yes
LOAN0000719,CUST000091,Business Loan,6481524,14.37,36,222689.68,2024-05-09,Active,Yes
LOAN0000720,CUST000544,Gold Loan,2658106,17.0,84,54320.54,2018-07-21,Active,No
LOAN0000721,CUST000429,Personal Loan,5112546,12.26,24,241286.52,2024-11-14,Closed,Yes
LOAN0000722,CUST000034,Personal Loan,6886652,9.7,36,221244.18,2024-01-17,Closed,No
LOAN0000723,CUST000621,Business Loan,2387883,18.2,180,38799.07,2018-11-23,Active,Yes
LOAN0000724,CUST000875,Gold Loan,2485461,16.9,84,50648.86,2018-10-16,Active,Yes
LOAN0000725,CUST000490,Personal Loan,5048307,9.93,120,66518.22,2024-06-21,Active,No
LOAN0000726,CUST000673,Education Loan,7154302,15.24,180,101309.33,2024-05-26,Active,No
LOAN0000727,CUST000474,Gold Loan,5194480,7.61,24,234009.39,2025-11-28,Active,Yes
LOAN0000728,CUST000955,Car Loan,5736750,13.73,12,514357.73,2022-04-30,Active,No
LOAN0000729,CUST000212,Personal Loan,6659851,11.73,48,174497.84,2018-04-04,Active,No
LOAN0000730,CUST000370,Education Loan,1561323,10.6,120,21155.23,2023-03-18,Active,No
LOAN0000731,CUST000543,Business Loan,3110163,7.59,24,140083.38,2022-11-13,Active,No
LOAN0000732,CUST000069,Gold Loan,2368520,16.18,240,33272.44,2019-04-09,Active,Yes
LOAN0000733,CUST000256,Business Loan,475564,9.18,84,7694.9,2025-04-18,Active,No
LOAN0000734,CUST000773,Home Loan,5201621,18.3,36,188834.8,2019-07-04,Active,Yes
LOAN0000735,CUST000346,Gold Loan,4218901,10.06,60,89763.78,2021-10-05,Active,Yes
LOAN0000736,CUST000636,Business Loan,3216566,8.31,24,145931.77,2024-02-21,Active,Yes
LOAN0000737,CUST000322,Car Loan,243941,10.97,180,2768.03,2023-06-04,Defaulted,Yes
LOAN0000738,CUST000802,Car Loan,2766121,10.73,120,37681.79,2018-05-11,Closed,No
LOAN0000739,CUST000323,Business Loan,6852777,12.95,36,230732.14,2023-07-22,Defaulted,Yes
LOAN0000740,CUST000365,Business Loan,4719957,17.05,60,117430.02,2020-09-22,Active,Yes
LOAN0000741,CUST000373,Gold Loan,3535412,10.79,84,60145.21,2024-06-10,Active,No
LOAN0000742,CUST000498,Car Loan,2833070,11.35,60,62093.47,2019-02-02,Active,Yes
LOAN0000743,CUST000866,Education Loan,6917801,7.38,60,138224.4,2024-09-17,Closed,Yes
LOAN0000744,CUST000900,Car Loan,1340318,14.21,48,36767.52,2018-08-27,Active,No
LOAN0000745,CUST000068,Gold Loan,5358367,18.16,24,267926.09,2021-12-14,Active,Yes
LOAN0000746,CUST000499,Education Loan,1816789,13.05,12,162313.27,2019-08-16,Closed,No
LOAN0000747,CUST000868,Car Loan,273866,12.47,120,4003.95,2021-12-24,Under Review,No
LOAN0000748,CUST000894,Business Loan,6472482,7.61,240,52578.08,2021-09-09,Closed,No
LOAN0000749,CUST000171,Gold Loan,124159,17.38,12,11346.29,2018-01-26,Closed,Yes
LOAN0000750,CUST000782,Gold Loan,2452905,8.19,48,60101.59,2019-08-27,Active,Yes
LOAN0000751,CUST000870,Car Loan,3008252,14.34,84,56941.2,2021-12-21,Active,No
LOAN0000752,CUST000760,Personal Loan,6053163,7.39,48,146048.3,2020-09-15,Active,Yes
LOAN0000753,CUST000233,Education Loan,5065567,7.35,60,101142.89,2022-04-02,Active,Yes
LOAN0000754,CUST000746,Education Loan,6324141,15.18,84,122674.94,2023-09-21,Active,No
LOAN0000755,CUST000328,Gold Loan,4186520,16.91,120,72522.15,2024-07-03,Active,No
LOAN0000756,CUST000561,Education Loan,7259470,12.43,120,105964.79,2021-12-22,Active,Yes
LOAN0000757,CUST000649,Education Loan,689176,8.42,24,31301.75,2019-12-07,Closed,No
LOAN0000758,CUST000071,Education Loan,5100912,10.37,84,85659.55,2022-01-16,Closed,No
LOAN0000759,CUST000545,Home Loan,7102797,8.72,60,146479.04,2021-03-04,Active,Yes
LOAN0000760,CUST000170,Gold Loan,5627861,17.35,12,514222.91,2025-11-08,Under Review,No
LOAN0000761,CUST000463,Gold Loan,2936422,10.49,36,95427.04,2024-07-13,Active,Yes
LOAN0000762,CUST000838,Car Loan,3819102,9.16,84,61756.39,2018-04-30,Active,Yes
LOAN0000763,CUST000114,Car Loan,2944033,8.01,12,256110.42,2018-05-26,Active,Yes
LOAN0000764,CUST000333,Personal Loan,171640,7.62,120,2048.16,2020-03-04,Defaulted,Yes
LOAN0000765,CUST000572,Gold Loan,4587057,12.5,12,408628.17,2018-08-23,Closed,Yes
LOAN0000766,CUST000986,Education Loan,6968617,13.87,12,625265.86,2018-12-10,Closed,Yes
LOAN0000767,CUST000982,Home Loan,5228023,16.85,84,106386.15,2018-09-10,Active,Yes
LOAN0000768,CUST000820,Home Loan,6763318,11.11,120,93586.34,2019-02-06,Active,No
LOAN0000769,CUST000957,Home Loan,4618268,11.2,24,215676.57,2024-12-16,Closed,No
LOAN0000770,CUST000512,Car Loan,3290660,13.16,180,41981.86,2020-10-14,Closed,Yes
LOAN0000771,CUST000509,Car Loan,289796,17.3,240,4316.97,2023-05-15,Closed,Yes
LOAN0000772,CUST000059,Car Loan,1204105,13.0,240,14107.0,2020-04-16,Active,Yes
LOAN0000773,CUST000756,Education Loan,6745565,10.38,180,74064.36,2025-11-24,Active,Yes
LOAN0000774,CUST000229,Car Loan,4255660,15.53,240,57711.66,2024-11-20,Active,Yes
LOAN0000775,CUST000708,Gold Loan,4535187,16.35,180,67718.31,2022-11-24,Active,No
LOAN0000776,CUST000990,Personal Loan,1436268,16.63,120,24626.28,2018-04-04,Closed,Yes
LOAN0000777,CUST000674,Business Loan,2136245,16.47,240,30476.41,2020-11-09,Active,No
LOAN0000778,CUST000969,Gold Loan,127529,13.72,84,2370.21,2019-07-26,Closed,No
LOAN0000779,CUST000239,Education Loan,6908171,8.49,60,141698.41,2023-07-21,Active,No
LOAN0000780,CUST000169,Business Loan,1848790,15.39,240,24879.09,2024-03-05,Active,Yes
LOAN0000781,CUST000383,Car Loan,2064233,9.69,180,21792.52,2018-01-17,Active,No
LOAN0000782,CUST000227,Car Loan,2834579,17.55,36,101838.07,2025-09-26,Active,No
LOAN0000783,CUST000575,Education Loan,6798914,17.9,36,245456.1,2018-09-20,Active,No
LOAN0000784,CUST000072,Gold Loan,2021233,14.48,48,55721.09,2024-05-17,Active,No
LOAN0000785,CUST000874,Personal Loan,5786538,12.62,60,130538.63,2021-07-24,Active,No
LOAN0000786,CUST000955,Business Loan,1866260,15.91,60,45294.62,2023-09-03,Active,No
LOAN0000787,CUST000723,Business Loan,4972120,14.37,24,239595.83,2024-12-04,Active,Yes
LOAN0000788,CUST000251,Business Loan,3723590,15.58,48,104728.35,2018-08-31,Closed,Yes
LOAN0000789,CUST000106,Home Loan,1407945,12.0,240,15502.69,2024-10-20,Active,No
LOAN0000790,CUST000008,Education Loan,4045161,11.39,84,70095.29,2025-11-15,Active,No
LOAN0000791,CUST000439,Business Loan,6901080,10.9,60,149702.27,2021-04-26,Active,No
LOAN0000792,CUST000399,Education Loan,2164386,13.43,12,193753.98,2019-10-02,Defaulted,Yes
LOAN0000793,CUST000354,Business Loan,7229195,11.44,36,238183.74,2021-10-11,Under Review,Yes
LOAN0000794,CUST000309,Education Loan,3354043,15.76,240,46060.45,2022-05-09,Closed,Yes
LOAN0000795,CUST000262,Business Loan,6355504,16.93,36,226369.7,2022-09-12,Defaulted,No
LOAN0000796,CUST000496,Car Loan,1818487,13.79,48,49501.49,2018-03-01,Closed,Yes
LOAN0000797,CUST000830,Gold Loan,2605170,17.1,120,45442.46,2021-01-16,Active,Yes
LOAN0000798,CUST000646,Home Loan,5340829,10.55,36,173715.94,2021-02-15,Active,No
LOAN0000799,CUST000480,Gold Loan,2181812,7.63,12,189419.35,2022-02-13,Active,No
LOAN0000800,CUST000110,Business Loan,2459264,11.47,240,26175.5,2022-12-11,Active,No
