card_id,customer_id,card_type,credit_limit,available_limit,outstanding_balance,issue_date,expiry_date,card_status
CARD0000590,CUST000780,Gold,300000,115945.21,184054.79,2022-12-24,2030-09-12,Active
CARD0000591,CUST000106,Business,500000,268145.36,231854.64,2017-09-01,2028-07-12,Active
CARD0000592,CUST000104,Business,200000,87103.46,112896.54,2017-07-17,2028-11-05,Active
CARD0000593,CUST000644,Gold,50000,6211.29,43788.71,2026-01-19,2031-12-25,Active
CARD0000594,CUST000403,Signature,100000,83663.96,16336.04,2020-01-26,2031-08-02,Active
CARD0000595,CUST000077,Gold,500000,343554.37,156445.63,2018-09-19,2030-03-30,Active
CARD0000596,CUST000465,Signature,75000,70729.34,4270.66,2017-07-27,2027-06-11,Active
CARD0000597,CUST000173,Classic,50000,45233.53,4766.47,2019-06-19,2028-10-19,Active
CARD0000598,CUST000515,Gold,500000,435134.7,64865.3,2025-03-12,2031-07-25,Blocked
CARD0000599,CUST000739,Classic,75000,71799.41,3200.59,2025-07-11,2030-03-20,Active
CARD0000600,CUST000148,Business,500000,343980.65,156019.35,2019-06-18,2031-07-01,Blocked
CARD0000601,CUST000313,Platinum,75000,41748.54,33251.46,2021-04-13,2028-02-20,Active
CARD0000602,CUST000347,Business,100000,96072.91,3927.09,2018-06-16,2028-07-29,Active
CARD0000603,CUST000263,Signature,100000,72317.9,27682.1,2020-07-29,2031-08-25,Blocked
CARD0000604,CUST000307,Business,150000,80996.88,69003.12,2022-09-19,2030-01-27,Active
CARD0000605,CUST000961,Gold,200000,137989.47,62010.53,2019-04-07,2031-01-15,Closed
CARD0000606,CUST000306,Classic,300000,54958.11,245041.89,2019-01-14,2028-12-01,Active
CARD0000607,CUST000633,Business,50000,45521.49,4478.51,2025-10-22,2028-03-08,Active
CARD0000608,CUST000021,Platinum,200000,79029.45,120970.55,2024-04-13,2027-04-29,Active
CARD0000609,CUST000775,Signature,100000,48701.48,51298.52,2017-07-12,2029-06-04,Active
CARD0000610,CUST000005,Business,200000,141703.02,58296.98,2024-05-17,2031-05-22,Blocked
CARD0000611,CUST000562,Business,300000,213980.13,86019.87,2020-06-23,2027-07-04,Active
CARD0000612,CUST000271,Signature,300000,213239.79,86760.21,2019-07-26,2031-02-04,Active
CARD0000613,CUST000189,Gold,300000,115722.96,184277.04,2022-12-14,2031-12-30,Active
CARD0000614,CUST000287,Gold,100000,27800.92,72199.08,2018-01-22,2027-06-19,Active
CARD0000615,CUST000269,Signature,150000,77700.19,72299.81,2018-12-18,2029-03-05,Active
CARD0000616,CUST000608,Gold,300000,282400.33,17599.67,2021-07-07,2028-12-01,Active
CARD0000617,CUST000531,Gold,100000,86689.89,13310.11,2024-03-16,2027-08-25,Active
CARD0000618,CUST000313,Classic,50000,45727.73,4272.27,2022-07-14,2027-09-08,Blocked
CARD0000619,CUST000850,Business,200000,113670.4,86329.6,2018-09-06,2031-07-23,Active
CARD0000620,CUST000447,Gold,50000,26280.61,23719.39,2021-12-09,2031-11-03,Active
CARD0000621,CUST000826,Signature,200000,109131.81,90868.19,2020-06-17,2027-09-29,Active
CARD0000622,CUST000116,Business,75000,24284.55,50715.45,2023-06-16,2028-01-22,Active
CARD0000623,CUST000457,Business,100000,62924.17,37075.83,2024-11-25,2031-01-06,Active
CARD0000624,CUST000111,Signature,150000,24581.81,125418.19,2023-08-07,2027-08-07,Active
CARD0000625,CUST000117,Signature,75000,9661.84,65338.16,2022-09-01,2028-07-26,Active
CARD0000626,CUST000039,Signature,300000,216663.82,83336.18,2022-03-13,2030-08-27,Active
CARD0000627,CUST000344,Gold,500000,334999.39,165000.61,2018-01-06,2031-09-20,Active
CARD0000628,CUST000067,Gold,200000,188127.93,11872.07,2019-08-11,2029-02-17,Blocked
CARD0000629,CUST000176,Signature,500000,477769.2,22230.8,2024-04-16,2031-11-14,Active
CARD0000630,CUST000291,Platinum,50000,21741.9,28258.1,2023-05-25,2031-04-03,Blocked
CARD0000631,CUST000414,Signature,100000,29717.88,70282.12,2019-07-20,2030-07-28,Active
CARD0000632,CUST000121,Classic,150000,43672.98,106327.02,2018-12-04,2028-11-26,Active
CARD0000633,CUST000662,Classic,200000,179797.24,20202.76,2023-09-06,2030-04-25,Active
CARD0000634,CUST000865,Signature,200000,119266.64,80733.36,2023-01-25,2030-05-23,Active
CARD0000635,CUST000809,Signature,200000,180613.6,19386.4,2018-07-09,2031-01-24,Closed
CARD0000636,CUST000241,Signature,50000,41488.13,8511.87,2018-12-04,2027-07-15,Active
CARD0000637,CUST000485,Classic,150000,133965.51,16034.49,2024-10-30,2027-01-04,Active
CARD0000638,CUST000160,Classic,300000,275745.82,24254.18,2017-10-28,2030-03-24,Active
CARD0000639,CUST000571,Platinum,75000,33646.27,41353.73,2019-02-06,2028-02-15,Active
CARD0000640,CUST000972,Signature,500000,106537.93,393462.07,2025-06-14,2031-12-11,Active
CARD0000641,CUST000840,Platinum,100000,87141.42,12858.58,2020-06-09,2029-10-13,Active
CARD0000642,CUST000959,Signature,200000,132027.57,67972.43,2021-04-23,2027-05-02,Blocked
CARD0000643,CUST000576,Classic,200000,130316.96,69683.04,2018-02-25,2031-12-03,Active
CARD0000644,CUST000852,Signature,500000,61526.98,438473.02,2019-09-15,2029-08-14,Active
CARD0000645,CUST000629,Classic,150000,113587.25,36412.75,2018-10-05,2028-05-27,Active
CARD0000646,CUST000984,Business,300000,132463.33,167536.67,2024-01-01,2031-09-04,Blocked
CARD0000647,CUST000176,Gold,500000,262644.37,237355.63,2022-12-29,2029-08-02,Blocked
CARD0000648,CUST000383,Gold,150000,22689.36,127310.64,2024-01-04,2028-05-11,Active
CARD0000649,CUST000011,Business,100000,46623.26,53376.74,2017-09-30,2027-10-01,Active
CARD0000650,CUST000115,Gold,100000,46411.08,53588.92,2025-03-02,2031-06-27,Active
CARD0000651,CUST000157,Business,200000,70542.45,129457.55,2018-01-10,2031-07-20,Blocked
CARD0000652,CUST000952,Platinum,200000,87132.4,112867.6,2017-12-13,2027-12-13,Active
CARD0000653,CUST000984,Signature,200000,66663.27,133336.73,2018-11-15,2027-01-04,Active
CARD0000654,CUST000017,Platinum,100000,40479.17,59520.83,2017-12-24,2031-01-18,Active
CARD0000655,CUST000274,Signature,100000,12405.77,87594.23,2019-09-19,2029-05-15,Active
CARD0000656,CUST000601,Platinum,500000,420836.13,79163.87,2020-09-10,2027-11-20,Active
CARD0000657,CUST000519,Business,500000,247941.64,252058.36,2020-11-19,2028-11-26,Active
CARD0000658,CUST000841,Platinum,200000,160288.72,39711.28,2019-01-14,2027-11-30,Active
CARD0000659,CUST000181,Platinum,50000,11005.42,38994.58,2017-10-06,2029-09-24,Active
CARD0000660,CUST000092,Gold,50000,33713.09,16286.91,2020-05-18,2030-03-26,Active
CARD0000661,CUST000217,Platinum,300000,143625.59,156374.41,2022-05-24,2030-05-13,Active
CARD0000662,CUST000953,Business,200000,169343.92,30656.08,2023-04-06,2029-02-20,Closed
CARD0000663,CUST000659,Signature,500000,361889.1,138110.9,2022-08-11,2031-01-10,Active
CARD0000664,CUST000274,Business,75000,23284.89,51715.11,2025-03-15,2030-01-24,Active
CARD0000665,CUST000703,Business,100000,22282.59,77717.41,2025-08-03,2027-07-19,Active
CARD0000666,CUST000155,Gold,200000,163347.59,36652.41,2023-05-07,2027-04-06,Active
CARD0000667,CUST000665,Gold,150000,131046.53,18953.47,2021-12-02,2029-11-06,Closed
CARD0000668,CUST000508,Gold,50000,19900.62,30099.38,2018-05-13,2028-02-09,Active
CARD0000669,CUST000675,Signature,200000,58707.12,141292.88,2026-04-21,2029-10-17,Active
CARD0000670,CUST000265,Platinum,75000,15712.84,59287.16,2024-11-26,2030-07-30,Active
CARD0000671,CUST000828,Classic,50000,24950.11,25049.89,2025-04-12,2028-08-29,Active
CARD0000672,CUST000720,Platinum,100000,53466.07,46533.93,2018-05-23,2031-04-30,Active
CARD0000673,CUST000448,Gold,300000,214696.84,85303.16,2017-05-20,2029-11-02,Active
CARD0000674,CUST000346,Business,200000,65970.63,134029.37,2019-02-04,2027-09-26,Active
CARD0000675,CUST000946,Classic,300000,149978.03,150021.97,2022-10-31,2028-06-21,Active
CARD0000676,CUST000002,Signature,500000,347298.46,152701.54,2017-04-05,2029-03-21,Active
CARD0000677,CUST000268,Platinum,500000,419602.97,80397.03,2024-01-31,2029-11-12,Active
CARD0000678,CUST000695,Gold,300000,103995.53,196004.47,2019-03-12,2031-05-31,Active
CARD0000679,CUST000324,Signature,200000,42411.03,157588.97,2021-06-02,2030-09-17,Active
CARD0000680,CUST000267,Classic,75000,66759.62,8240.38,2022-09-24,2027-07-13,Active
CARD0000681,CUST000987,Business,500000,170614.47,329385.53,2021-11-09,2029-03-04,Blocked
CARD0000682,CUST000385,Platinum,150000,58304.58,91695.42,2018-04-15,2028-04-16,Active
CARD0000683,CUST000502,Business,500000,437185.56,62814.44,2018-10-04,2031-06-11,Active
CARD0000684,CUST000657,Gold,500000,398185.88,101814.12,2025-09-17,2031-04-09,Closed
CARD0000685,CUST000041,Signature,300000,34365.88,265634.12,2020-09-05,2030-11-11,Active
CARD0000686,CUST000359,Signature,200000,127062.11,72937.89,2018-06-25,2029-07-05,Active
CARD0000687,CUST000590,Gold,50000,23290.95,26709.05,2023-08-18,2030-05-23,Active
CARD0000688,CUST000182,Business,200000,43799.45,156200.55,2022-09-21,2029-11-25,Closed
CARD0000689,CUST000241,Business,150000,70053.41,79946.59,2025-04-23,2028-11-24,Active
CARD0000690,CUST000702,Gold,100000,98194.18,1805.82,2018-10-31,2031-06-10,Active
CARD0000691,CUST000832,Signature,300000,197852.43,102147.57,2017-05-20,2028-09-09,Active
CARD0000692,CUST000790,Platinum,300000,221552.01,78447.99,2023-06-30,2030-07-24,Blocked
CARD0000693,CUST000895,Classic,500000,167291.84,332708.16,2025-11-27,2031-09-06,Active
CARD0000694,CUST000758,Business,100000,56660.39,43339.61,2018-10-20,2030-08-03,Active
CARD0000695,CUST000717,Gold,150000,63049.08,86950.92,2023-08-15,2027-12-19,Active
CARD0000696,CUST000439,Platinum,75000,38003.23,36996.77,2022-12-31,2028-11-12,Active
CARD0000697,CUST000619,Business,300000,219346.09,80653.91,2025-08-23,2028-07-21,Active
CARD0000698,CUST000200,Signature,100000,86779.1,13220.9,2021-09-14,2028-07-16,Active
CARD0000699,CUST000291,Classic,150000,87418.26,62581.74,2018-02-03,2030-01-18,Active
CARD0000700,CUST000696,Business,500000,340593.49,159406.51,2021-06-29,2031-09-09,Active
CARD0000701,CUST000678,Platinum,75000,54253.39,20746.61,2024-05-06,2030-11-21,Active
CARD0000702,CUST000749,Business,100000,78324.35,21675.65,2021-12-24,2027-09-17,Closed
CARD0000703,CUST000630,Signature,75000,14797.21,60202.79,2021-12-12,2029-06-06,Active
CARD0000704,CUST000281,Signature,50000,40843.74,9156.26,2017-11-27,2028-07-07,Active
CARD0000705,CUST000726,Signature,300000,37274.89,262725.11,2023-05-05,2030-11-19,Active
CARD0000706,CUST000194,Business,500000,104448.67,395551.33,2021-06-13,2027-10-22,Active
CARD0000707,CUST000698,Signature,200000,105872.6,94127.4,2017-06-27,2031-11-15,Active
CARD0000708,CUST000441,Gold,50000,49286.03,713.97,2023-10-09,2031-01-16,Expired
CARD0000709,CUST000560,Signature,75000,17813.1,57186.9,2021-11-29,2029-09-15,Blocked
CARD0000710,CUST000443,Signature,200000,141545.22,58454.78,2020-02-08,2031-02-10,Expired
CARD0000711,CUST000710,Gold,150000,60262.52,89737.48,2026-04-04,2030-04-26,Active
CARD0000712,CUST000773,Signature,150000,118542.45,31457.55,2025-03-05,2031-02-05,Active
CARD0000713,CUST000421,Classic,300000,230536.56,69463.44,2019-12-08,2027-08-13,Active
CARD0000714,CUST000221,Business,150000,102450.65,47549.35,2017-04-14,2028-08-27,Active
CARD0000715,CUST000024,Classic,150000,66470.54,83529.46,2021-02-07,2028-09-15,Active
CARD0000716,CUST000752,Business,50000,14083.58,35916.42,2021-12-02,2027-08-22,Expired
CARD0000717,CUST000615,Signature,150000,86960.96,63039.04,2023-08-17,2027-10-12,Active
CARD0000718,CUST000390,Classic,50000,39231.11,10768.89,2019-09-06,2029-10-14,Active
CARD0000719,CUST000789,Classic,200000,53035.01,146964.99,2022-04-25,2028-10-25,Active
CARD0000720,CUST000651,Signature,75000,56975.48,18024.52,2020-11-20,2027-03-16,Active
CARD0000721,CUST000608,Classic,500000,258327.94,241672.06,2018-09-10,2027-01-06,Active
CARD0000722,CUST000542,Gold,300000,117338.58,182661.42,2021-12-17,2030-05-15,Active
CARD0000723,CUST000425,Signature,100000,39506.98,60493.02,2020-07-02,2027-06-17,Active
CARD0000724,CUST000182,Gold,50000,31746.82,18253.18,2019-08-15,2029-04-22,Active
CARD0000725,CUST000638,Platinum,100000,55730.55,44269.45,2019-11-16,2031-05-07,Closed
CARD0000726,CUST000251,Classic,200000,105887.05,94112.95,2019-05-08,2027-03-31,Blocked
CARD0000727,CUST000702,Gold,75000,7958.96,67041.04,2019-08-06,2030-02-16,Active
CARD0000728,CUST000920,Gold,300000,143987.28,156012.72,2025-04-09,2027-07-09,Blocked
CARD0000729,CUST000014,Classic,100000,46743.27,53256.73,2019-08-19,2027-09-17,Active
CARD0000730,CUST000286,Business,200000,79247.75,120752.25,2024-07-26,2027-01-08,Active
CARD0000731,CUST000407,Platinum,300000,249448.53,50551.47,2025-05-08,2029-04-12,Active
CARD0000732,CUST000024,Gold,200000,115489.09,84510.91,2018-12-17,2031-07-02,Active
CARD0000733,CUST000822,Classic,150000,19091.14,130908.86,2021-08-12,2031-07-24,Active
CARD0000734,CUST000454,Signature,100000,62410.29,37589.71,2022-07-21,2028-03-19,Expired
CARD0000735,CUST000140,Classic,75000,12680.37,62319.63,2024-10-22,2031-09-03,Active
CARD0000736,CUST000318,Classic,200000,144584.07,55415.93,2019-02-27,2030-11-21,Active
CARD0000737,CUST000144,Gold,500000,396159.94,103840.06,2023-10-21,2029-01-22,Active
CARD0000738,CUST000676,Business,75000,28764.93,46235.07,2024-08-29,2029-11-20,Active
CARD0000739,CUST000636,Platinum,50000,44429.38,5570.62,2018-03-01,2030-05-27,Active
CARD0000740,CUST000354,Business,50000,11885.9,38114.1,2018-01-28,2029-09-29,Active
CARD0000741,CUST000421,Classic,150000,73509.71,76490.29,2022-01-04,2028-05-15,Active
CARD0000742,CUST000178,Signature,150000,131579.18,18420.82,2024-10-13,2031-03-01,Active
CARD0000743,CUST000107,Platinum,50000,47732.36,2267.64,2020-08-25,2031-02-25,Active
CARD0000744,CUST000946,Platinum,500000,165699.03,334300.97,2023-11-08,2027-02-15,Closed
CARD0000745,CUST000514,Platinum,50000,23171.84,26828.16,2021-08-16,2029-06-22,Blocked
CARD0000746,CUST000207,Signature,150000,129250.68,20749.32,2018-02-11,2029-09-06,Active
CARD0000747,CUST000589,Platinum,75000,69884.86,5115.14,2025-06-06,2027-08-22,Active
CARD0000748,CUST000403,Platinum,100000,98031.62,1968.38,2017-12-20,2030-10-17,Expired
CARD0000749,CUST000204,Signature,75000,46903.74,28096.26,2023-12-11,2030-10-06,Active
CARD0000750,CUST000188,Platinum,300000,168961.55,131038.45,2019-06-01,2028-12-29,Closed
CARD0000751,CUST000867,Classic,500000,461545.39,38454.61,2023-05-16,2027-02-19,Active
CARD0000752,CUST000159,Platinum,100000,72104.71,27895.29,2019-08-28,2030-08-10,Active
CARD0000753,CUST000552,Business,50000,27782.27,22217.73,2019-09-27,2029-08-10,Active
CARD0000754,CUST000455,Platinum,300000,285746.8,14253.2,2022-07-16,2027-10-18,Closed
CARD0000755,CUST000986,Classic,50000,48759.46,1240.54,2020-01-12,2030-06-28,Active
CARD0000756,CUST000013,Classic,50000,25002.29,24997.71,2024-12-03,2030-11-17,Expired
CARD0000757,CUST000837,Signature,150000,149906.09,93.91,2026-03-09,2028-12-22,Blocked
CARD0000758,CUST000699,Platinum,50000,26353.12,23646.88,2018-03-24,2030-11-21,Active
CARD0000759,CUST000832,Platinum,150000,136760.3,13239.7,2023-12-20,2031-12-25,Active
CARD0000760,CUST000649,Classic,50000,43552.78,6447.22,2018-09-03,2028-06-29,Active
CARD0000761,CUST000597,Business,100000,89015.57,10984.43,2023-12-10,2027-08-29,Active
CARD0000762,CUST000967,Signature,150000,86533.01,63466.99,2025-11-19,2028-10-15,Active
CARD0000763,CUST000214,Business,150000,50340.65,99659.35,2020-11-21,2031-07-13,Active
CARD0000764,CUST000163,Signature,100000,88042.4,11957.6,2021-05-07,2030-05-12,Blocked
CARD0000765,CUST000161,Classic,500000,464859.95,35140.05,2021-05-31,2030-09-13,Blocked
CARD0000766,CUST000285,Platinum,75000,45545.72,29454.28,2022-04-23,2028-02-17,Active
CARD0000767,CUST000342,Classic,50000,38209.4,11790.6,2017-08-31,2028-04-25,Active
CARD0000768,CUST000202,Gold,100000,29703.64,70296.36,2026-03-04,2028-03-16,Active
CARD0000769,CUST000686,Signature,300000,275001.62,24998.38,2021-10-31,2030-02-07,Active
CARD0000770,CUST000913,Classic,300000,33844.22,266155.78,2019-08-29,2028-10-06,Active
CARD0000771,CUST000970,Gold,50000,35499.66,14500.34,2025-12-23,2028-11-12,Active
CARD0000772,CUST000358,Classic,200000,119821.17,80178.83,2017-08-22,2028-07-29,Active
CARD0000773,CUST000836,Platinum,150000,73175.38,76824.62,2023-05-03,2030-08-14,Active
CARD0000774,CUST000359,Platinum,500000,192407.34,307592.66,2021-01-21,2028-02-06,Active
CARD0000775,CUST000052,Signature,200000,76435.5,123564.5,2021-04-24,2030-05-18,Active
CARD0000776,CUST000032,Gold,500000,154187.54,345812.46,2020-09-08,2030-02-20,Active
CARD0000777,CUST000448,Platinum,50000,35372.47,14627.53,2024-02-25,2031-08-25,Blocked
CARD0000778,CUST000380,Platinum,150000,113457.86,36542.14,2020-10-19,2031-10-12,Active
CARD0000779,CUST000547,Signature,200000,55914.55,144085.45,2023-07-06,2029-08-07,Active
CARD0000780,CUST000606,Business,500000,53533.57,446466.43,2019-03-01,2028-07-03,Active
CARD0000781,CUST000684,Signature,75000,71978.63,3021.37,2026-04-03,2029-11-19,Active
CARD0000782,CUST000639,Gold,300000,284384.4,15615.6,2020-03-27,2030-03-21,Active
CARD0000783,CUST000791,Business,50000,42223.07,7776.93,2017-02-17,2030-03-29,Active
CARD0000784,CUST000096,Gold,200000,124637.52,75362.48,2021-06-23,2029-07-10,Active
CARD0000785,CUST000449,Platinum,150000,72559.42,77440.58,2025-12-14,2028-08-15,Active
CARD0000786,CUST000255,Business,50000,27997.31,22002.69,2017-02-07,2031-08-19,Active
CARD0000787,CUST000911,Classic,500000,363293.65,136706.35,2018-12-09,2028-06-29,Active
CARD0000788,CUST000654,Business,200000,191470.2,8529.8,2024-05-05,2031-02-26,Active
CARD0000789,CUST000908,Gold,150000,79396.88,70603.12,2018-05-18,2029-03-18,Active
CARD0000790,CUST000587,Gold,500000,140200.96,359799.04,2018-11-22,2028-05-20,Active
CARD0000791,CUST000511,Signature,100000,86217.83,13782.17,2020-10-27,2029-11-04,Active
CARD0000792,CUST000137,Signature,300000,159506.32,140493.68,2024-12-02,2028-08-06,Blocked
CARD0000793,CUST000165,Gold,50000,36013.36,13986.64,2019-10-19,2031-08-29,Active
CARD0000794,CUST000155,Business,75000,68105.45,6894.55,2025-12-12,2031-03-11,Active
CARD0000795,CUST000444,Business,200000,101070.24,98929.76,2019-07-11,2028-12-09,Active
CARD0000796,CUST000025,Business,300000,62620.25,237379.75,2021-04-04,2029-11-25,Active
CARD0000797,CUST000779,Classic,75000,17197.26,57802.74,2019-07-15,2027-12-10,Expired
CARD0000798,CUST000098,Platinum,100000,25305.11,74694.89,2024-01-21,2028-11-14,Blocked
CARD0000799,CUST000079,Gold,200000,98870.91,101129.09,2017-09-15,2030-11-04,Active
CARD0000800,CUST000913,Signature,150000,42997.64,107002.36,2019-03-08,2030-09-25,Active
CARD0000801,CUST000329,Gold,50000,7958.24,42041.76,2020-07-04,2027-02-21,Active
CARD0000802,CUST000935,Classic,150000,140006.57,9993.43,2025-07-31,2030-04-21,Active
CARD0000803,CUST000858,Business,500000,311268.63,188731.37,2024-09-06,2031-01-06,Active
CARD0000804,CUST000947,Business,200000,163478.34,36521.66,2025-08-03,2027-10-27,Blocked
CARD0000805,CUST000732,Gold,500000,142667.09,357332.91,2020-09-08,2029-04-28,Active
CARD0000806,CUST000410,Signature,75000,59627.38,15372.62,2021-06-14,2027-11-17,Closed
CARD0000807,CUST000692,Platinum,150000,37551.97,112448.03,2022-11-17,2027-06-19,Expired
CARD0000808,CUST000296,Gold,300000,75025.54,224974.46,2020-01-25,2031-02-19,Active
CARD0000809,CUST000412,Signature,100000,11778.93,88221.07,2019-10-08,2031-02-10,Active
CARD0000810,CUST000764,Business,300000,167652.63,132347.37,2019-10-12,2028-01-05,Active
CARD0000811,CUST000175,Classic,100000,45722.2,54277.8,2020-06-04,2028-05-31,Active
CARD0000812,CUST000079,Business,100000,26305.2,73694.8,2022-07-18,2031-10-04,Active
CARD0000813,CUST000796,Platinum,500000,320117.26,179882.74,2022-02-25,2029-05-12,Active
CARD0000814,CUST000247,Platinum,500000,241426.81,258573.19,2022-07-08,2028-10-01,Active
CARD0000815,CUST000288,Gold,100000,49313.78,50686.22,2019-02-23,2030-10-31,Active
CARD0000816,CUST000447,Classic,300000,232052.35,67947.65,2023-08-19,2027-03-19,Active
CARD0000817,CUST000468,Platinum,50000,38867.54,11132.46,2017-02-09,2027-06-20,Active
CARD0000818,CUST000402,Business,50000,45582.1,4417.9,2023-11-05,2028-11-14,Closed
CARD0000819,CUST000386,Business,200000,50252.58,149747.42,2025-02-06,2027-07-18,Active
CARD0000820,CUST000424,Classic,100000,58008.51,41991.49,2023-02-12,2027-06-07,Active
CARD0000821,CUST000130,Gold,75000,24419.55,50580.45,2018-01-14,2029-01-20,Active
CARD0000822,CUST000530,Gold,500000,287445.84,212554.16,2019-04-08,2031-05-22,Blocked
CARD0000823,CUST000557,Gold,50000,44061.8,5938.2,2025-11-09,2027-08-02,Active
CARD0000824,CUST000271,Signature,100000,71650.58,28349.42,2026-01-08,2030-03-06,Closed
CARD0000825,CUST000984,Platinum,500000,373226.37,126773.63,2025-10-02,2029-11-01,Closed
CARD0000826,CUST000129,Business,300000,197759.16,102240.84,2022-03-30,2031-10-18,Active
CARD0000827,CUST000720,Classic,50000,11510.31,38489.69,2024-07-17,2031-06-06,Active
CARD0000828,CUST000458,Classic,50000,36582.54,13417.46,2022-03-30,2030-07-26,Active
CARD0000829,CUST000526,Platinum,300000,271708.26,28291.74,2018-09-07,2027-05-07,Active
CARD0000830,CUST000619,Business,100000,93349.44,6650.56,2017-10-07,2029-11-17,Active
CARD0000831,CUST000569,Business,150000,130802.51,19197.49,2017-05-05,2028-03-01,Active
CARD0000832,CUST000205,Gold,50000,31526.76,18473.24,2021-02-16,2029-09-09,Active
CARD0000833,CUST000232,Platinum,75000,9491.88,65508.12,2025-03-18,2030-01-23,Active
CARD0000834,CUST000582,Signature,300000,45334.16,254665.84,2024-10-22,2027-11-08,Active
CARD0000835,CUST000032,Gold,50000,44397.68,5602.32,2022-06-10,2028-08-23,Active
CARD0000836,CUST000630,Gold,200000,89459.33,110540.67,2025-02-12,2029-09-24,Active
CARD0000837,CUST000004,Platinum,300000,107708.8,192291.2,2023-05-20,2028-03-11,Active
CARD0000838,CUST000806,Gold,300000,264452.76,35547.24,2022-10-28,2030-07-03,Active
CARD0000839,CUST000889,Platinum,200000,138831.31,61168.69,2020-02-17,2028-02-28,Active
CARD0000840,CUST000589,Signature,50000,33810.04,16189.96,2025-10-30,2027-05-04,Active
CARD0000841,CUST000181,Platinum,100000,56329.8,43670.2,2017-04-30,2028-06-24,Active
CARD0000842,CUST000797,Platinum,50000,20986.18,29013.82,2020-11-07,2027-12-23,Blocked
CARD0000843,CUST000311,Business,75000,44081.47,30918.53,2020-04-24,2030-02-15,Active
CARD0000844,CUST000172,Platinum,200000,65912.81,134087.19,2026-04-13,2031-09-24,Active
CARD0000845,CUST000343,Business,75000,27495.94,47504.06,2023-06-11,2029-07-05,Active
CARD0000846,CUST000577,Business,75000,42417.6,32582.4,2023-11-05,2031-12-05,Active
CARD0000847,CUST000296,Platinum,75000,72633.69,2366.31,2025-08-03,2030-03-12,Active
CARD0000848,CUST000360,Gold,100000,58007.88,41992.12,2019-10-13,2027-11-20,Expired
CARD0000849,CUST000367,Signature,50000,20597.62,29402.38,2020-10-22,2028-02-29,Active
CARD0000850,CUST000753,Business,75000,55083.48,19916.52,2020-04-17,2031-02-05,Closed
CARD0000851,CUST000784,Signature,50000,21336.51,28663.49,2018-10-30,2028-10-28,Active
CARD0000852,CUST000912,Gold,150000,15093.4,134906.6,2020-09-25,2031-11-03,Active
CARD0000853,CUST000891,Classic,50000,40681.67,9318.33,2025-03-25,2029-01-21,Active
CARD0000854,CUST000570,Signature,500000,319380.63,180619.37,2021-12-04,2028-05-30,Active
CARD0000855,CUST000069,Signature,200000,64442.18,135557.82,2021-06-18,2028-02-08,Active
CARD0000856,CUST000846,Business,75000,65989.18,9010.82,2022-08-28,2030-12-07,Active
CARD0000857,CUST000362,Classic,200000,144965.61,55034.39,2025-10-14,2027-12-29,Active
CARD0000858,CUST000131,Gold,100000,24753.72,75246.28,2018-10-22,2030-12-11,Active
CARD0000859,CUST000618,Signature,50000,8646.64,41353.36,2018-05-28,2028-08-15,Blocked
CARD0000860,CUST000027,Signature,50000,9270.97,40729.03,2018-09-08,2030-08-14,Active
CARD0000861,CUST000140,Business,75000,25966.34,49033.66,2019-06-29,2030-07-14,Active
CARD0000862,CUST000943,Business,100000,46518.87,53481.13,2025-07-10,2027-07-22,Active
CARD0000863,CUST000098,Platinum,100000,94564.03,5435.97,2024-05-11,2030-04-28,Active
CARD0000864,CUST000546,Signature,50000,38959.26,11040.74,2024-05-03,2027-05-27,Active
CARD0000865,CUST000495,Business,75000,16471.9,58528.1,2021-11-28,2027-12-22,Active
CARD0000866,CUST000573,Business,100000,58478.78,41521.22,2020-02-22,2027-12-12,Active
CARD0000867,CUST000903,Classic,500000,85231.47,414768.53,2018-01-08,2029-04-13,Active
CARD0000868,CUST000369,Classic,200000,96333.51,103666.49,2024-12-08,2031-10-16,Active
CARD0000869,CUST000038,Business,150000,101688.9,48311.1,2018-01-01,2029-03-20,Active
CARD0000870,CUST000897,Business,100000,29262.54,70737.46,2023-12-15,2029-10-09,Active
CARD0000871,CUST000524,Platinum,200000,75919.91,124080.09,2018-01-25,2027-02-01,Active
CARD0000872,CUST000777,Signature,500000,368361.08,131638.92,2018-02-04,2029-03-03,Active
CARD0000873,CUST000453,Platinum,300000,296407.62,3592.38,2026-02-14,2027-05-12,Active
CARD0000874,CUST000735,Business,100000,58794.28,41205.72,2023-05-01,2030-10-23,Active
CARD0000875,CUST000223,Platinum,300000,136691.62,163308.38,2021-08-27,2027-09-06,Active
CARD0000876,CUST000488,Platinum,150000,105558.72,44441.28,2023-11-10,2030-11-24,Active
CARD0000877,CUST000340,Business,200000,163354.12,36645.88,2017-03-16,2030-06-08,Active
CARD0000878,CUST000274,Business,75000,59322.85,15677.15,2022-03-18,2028-11-19,Active
CARD0000879,CUST000484,Signature,50000,42559.63,7440.37,2021-11-28,2029-10-27,Blocked
CARD0000880,CUST000189,Gold,100000,33317.74,66682.26,2020-05-14,2029-07-07,Active
CARD0000881,CUST000987,Signature,150000,90733.16,59266.84,2018-04-04,2029-06-09,Active
CARD0000882,CUST000895,Business,150000,18371.51,131628.49,2025-12-29,2031-12-03,Active
CARD0000883,CUST000099,Platinum,150000,87724.66,62275.34,2017-01-08,2031-12-31,Active
CARD0000884,CUST000509,Classic,100000,88394.57,11605.43,2020-09-16,2031-08-10,Active
